8, 8, 27, 8, pa1-debug-a-calreadings.txt
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
  209.24,   209.49, -1290.65
  202.46,   208.17, -1040.74
  202.97,   459.41, -1289.49
  196.19,   458.09, -1039.59
  459.07,   215.73, -1283.84
  452.29,   214.40, -1033.93
  452.80,   465.65, -1282.68
  446.02,   464.32, -1032.78
  209.24,   209.49,   209.35
  205.85,   208.83,   334.31
  202.46,   208.17,   459.26
  206.10,   334.45,   209.93
  202.71,   333.79,   334.88
  199.32,   333.13,   459.83
  202.97,   459.41,   210.51
  199.58,   458.75,   335.46
  196.19,   458.09,   460.41
  334.15,   212.61,   212.76
  330.76,   211.95,   337.71
  327.37,   211.29,   462.66
  331.02,   337.57,   213.34
  327.63,   336.91,   338.29
  324.24,   336.25,   463.24
  327.88,   462.53,   213.91
  324.49,   461.87,   338.86
  321.10,   461.21,   463.82
  459.07,   215.73,   216.16
  455.68,   215.07,   341.12
  452.29,   214.40,   466.07
  455.93,   340.69,   216.74
  452.54,   340.03,   341.69
  449.15,   339.36,   466.65
  452.80,   465.65,   217.32
  449.41,   464.98,   342.27
  446.02,   464.32,   467.22
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
  209.43,   210.58, -1050.48
  204.36,   215.72,  -800.58
  206.47,   460.51, -1055.68
  201.40,   465.65,  -805.79
  459.36,   213.64, -1045.46
  454.29,   218.79,  -795.57
  456.40,   463.57, -1050.67
  451.33,   468.71,  -800.77
  209.43,   210.58,   449.52
  206.90,   213.15,   574.47
  204.36,   215.72,   699.42
  207.95,   335.54,   446.92
  205.42,   338.11,   571.87
  202.88,   340.69,   696.82
  206.47,   460.51,   444.32
  203.94,   463.08,   569.27
  201.40,   465.65,   694.21
  334.40,   212.11,   452.03
  331.86,   214.68,   576.98
  329.32,   217.25,   701.92
  332.92,   337.07,   449.43
  330.38,   339.65,   574.38
  327.84,   342.22,   699.32
  331.44,   462.04,   446.83
  328.90,   464.61,   571.77
  326.36,   467.18,   696.72
  459.36,   213.64,   454.54
  456.83,   216.21,   579.48
  454.29,   218.79,   704.43
  457.88,   338.61,   451.93
  455.35,   341.18,   576.88
  452.81,   343.75,   701.83
  456.40,   463.57,   449.33
  453.87,   466.14,   574.28
  451.33,   468.71,   699.23
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
  208.17,   449.62, -1288.43
  205.07,   452.73, -1038.47
  210.69,   699.59, -1291.51
  207.59,   702.70, -1041.55
  458.14,   447.14, -1285.30
  455.04,   450.26, -1035.34
  460.66,   697.11, -1288.38
  457.56,   700.22, -1038.42
  208.17,   449.62,   211.57
  206.62,   451.18,   336.55
  205.07,   452.73,   461.53
  209.43,   574.61,   210.03
  207.88,   576.16,   335.01
  206.33,   577.72,   459.99
  210.69,   699.59,   208.49
  209.14,   701.15,   333.47
  207.59,   702.70,   458.45
  333.16,   448.38,   213.14
  331.61,   449.94,   338.12
  330.05,   451.50,   463.10
  334.42,   573.37,   211.59
  332.86,   574.92,   336.58
  331.31,   576.48,   461.56
  335.67,   698.35,   210.05
  334.12,   699.91,   335.03
  332.57,   701.46,   460.02
  458.14,   447.14,   214.70
  456.59,   448.70,   339.68
  455.04,   450.26,   464.66
  459.40,   572.13,   213.16
  457.85,   573.68,   338.14
  456.30,   575.24,   463.12
  460.66,   697.11,   211.62
  459.11,   698.67,   336.60
  457.56,   700.22,   461.58
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
  208.98,   451.40, -1051.99
  215.61,   447.75,  -802.10
  214.15,   701.32, -1048.47
  220.78,   697.67,  -798.58
  458.84,   446.33, -1058.69
  465.47,   442.67,  -808.80
  464.01,   696.25, -1055.17
  470.64,   692.59,  -805.28
  208.98,   451.40,   448.01
  212.30,   449.57,   572.96
  215.61,   447.75,   697.90
  211.57,   576.36,   449.77
  214.88,   574.53,   574.72
  218.20,   572.71,   699.66
  214.15,   701.32,   451.53
  217.47,   699.50,   576.48
  220.78,   697.67,   701.42
  333.91,   448.86,   444.66
  337.23,   447.04,   569.61
  340.54,   445.21,   694.55
  336.50,   573.83,   446.42
  339.81,   572.00,   571.37
  343.12,   570.17,   696.31
  339.08,   698.79,   448.18
  342.39,   696.96,   573.13
  345.71,   695.13,   698.07
  458.84,   446.33,   441.31
  462.16,   444.50,   566.26
  465.47,   442.67,   691.20
  461.43,   571.29,   443.07
  464.74,   569.46,   568.02
  468.05,   567.63,   692.96
  464.01,   696.25,   444.83
  467.32,   694.42,   569.77
  470.64,   692.59,   694.72
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
  449.36,   211.89, -1288.50
  451.71,   207.17, -1038.56
  443.04,   461.76, -1283.73
  445.39,   457.04, -1033.78
  699.27,   218.25, -1290.73
  701.62,   213.53, -1040.78
  692.95,   468.12, -1285.96
  695.30,   463.41, -1036.01
  449.36,   211.89,   211.50
  450.54,   209.53,   336.47
  451.71,   207.17,   461.44
  446.20,   336.82,   213.89
  447.38,   334.46,   338.86
  448.55,   332.11,   463.83
  443.04,   461.76,   216.27
  444.22,   459.40,   341.25
  445.39,   457.04,   466.22
  574.32,   215.07,   210.39
  575.49,   212.71,   335.36
  576.67,   210.35,   460.33
  571.16,   340.00,   212.77
  572.33,   337.65,   337.74
  573.51,   335.29,   462.72
  568.00,   464.94,   215.16
  569.17,   462.58,   340.13
  570.35,   460.23,   465.10
  699.27,   218.25,   209.27
  700.45,   215.89,   334.24
  701.62,   213.53,   459.22
  696.11,   343.18,   211.66
  697.29,   340.83,   336.63
  698.46,   338.47,   461.60
  692.95,   468.12,   214.04
  694.13,   465.76,   339.02
  695.30,   463.41,   463.99
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
  451.28,   211.61, -1049.21
  447.02,   204.65,  -799.34
  454.99,   461.49, -1042.18
  450.74,   454.52,  -792.31
  701.21,   207.78, -1045.06
  696.96,   200.81,  -795.19
  704.93,   457.65, -1038.03
  700.67,   450.68,  -788.16
  451.28,   211.61,   450.79
  449.15,   208.13,   575.72
  447.02,   204.65,   700.66
  453.14,   336.55,   454.30
  451.01,   333.07,   579.24
  448.88,   329.58,   704.17
  454.99,   461.49,   457.82
  452.87,   458.00,   582.75
  450.74,   454.52,   707.69
  576.25,   209.69,   452.87
  574.12,   206.21,   577.80
  571.99,   202.73,   702.73
  578.10,   334.63,   456.38
  575.98,   331.15,   581.31
  573.85,   327.67,   706.25
  579.96,   459.57,   459.90
  577.83,   456.08,   584.83
  575.70,   452.60,   709.76
  701.21,   207.78,   454.94
  699.09,   204.29,   579.88
  696.96,   200.81,   704.81
  703.07,   332.71,   458.46
  700.94,   329.23,   583.39
  698.81,   325.75,   708.32
  704.93,   457.65,   461.97
  702.80,   454.17,   586.90
  700.67,   450.68,   711.84
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
